Date,Order #,Invoice,PO #,Category,Model #,Description,Qty,Ext. Price,Ordered By,Month,Quarter,Warehouse,Category_top
2025-07-16,38745962,195434365,TRAVIS,Stretch Wrap,S-3968,"Uline Stretch Wrap - Cast, 120 gauge, 18"" x 1,000' 4 rolls/case",8,192.0,TRAVIS,2025-07-01,2025Q3,Atlanta,Stretch Wrap
2025-07-16,38745962,195434365,TRAVIS,Stretch Wrap,S-2107,"Uline Stretch Wrap - Blown, 90 gauge, 15"" x 1,500' 4 rolls/case",4,92.0,TRAVIS,2025-07-01,2025Q3,Atlanta,Stretch Wrap
2025-07-16,38745962,195434365,TRAVIS,Free Offers,S-25517W,Stanley&reg; H2.0 Quencher - Fog,1,0.0,TRAVIS,2025-07-01,2025Q3,Atlanta,Other
2025-07-16,38745962,195434365,TRAVIS,Janitorial Supplies,S-6870,Cottonelle&reg; Toilet Tissue 60 rolls/case,1,117.0,TRAVIS,2025-07-01,2025Q3,Atlanta,Janitorial Supplies
2025-07-16,38697650,195418527,WHS600JOSE',"Boxes, Corrugated",S-4335,"12 x 9 x 9"" Corrugated Boxes 25/bundle",125,123.75,JOSE,2025-07-01,2025Q3,Orlando,"Boxes, Corrugated"
2025-07-16,38697650,195418527,WHS600JOSE',"Boxes, Corrugated",S-4913,"28 x 8 x 8"" Long Corrugated Boxes 25/bundle",75,153.0,JOSE,2025-07-01,2025Q3,Orlando,"Boxes, Corrugated"
2025-07-16,38697650,195418527,WHS600JOSE',"Boxes, Corrugated",S-4854,"13 x 10 x 5"" Corrugated Boxes 25/bundle",125,156.25,JOSE,2025-07-01,2025Q3,Orlando,"Boxes, Corrugated"
2025-07-16,38697650,195418527,WHS600JOSE',"Boxes, Corrugated",S-4060,"6 x 4 x 4"" Corrugated Boxes 25/bundle",125,46.25,JOSE,2025-07-01,2025Q3,Orlando,"Boxes, Corrugated"
2025-07-16,38697650,195418527,WHS600JOSE',"Boxes, Corrugated",S-4243,"24 x 12 x 12"" Corrugated Boxes 20/bundle",40,78.0,JOSE,2025-07-01,2025Q3,Orlando,"Boxes, Corrugated"
2025-07-16,38697650,195418527,WHS600JOSE',"Boxes, Corrugated",S-4125,"12 x 12 x 12"" Corrugated Boxes 25/bundle",50,54.5,JOSE,2025-07-01,2025Q3,Orlando,"Boxes, Corrugated"
2025-07-16,38697650,195418527,WHS600JOSE',"Boxes, Corrugated",S-19816,"24 x 14 x 20"" Corrugated Boxes 15/bundle",30,132.0,JOSE,2025-07-01,2025Q3,Orlando,"Boxes, Corrugated"
2025-07-16,38697650,195418527,WHS600JOSE',"Boxes, Corrugated",S-4160,"16 x 12 x 10"" Corrugated Boxes 25/bundle",50,71.0,JOSE,2025-07-01,2025Q3,Orlando,"Boxes, Corrugated"
2025-07-16,38697650,195418527,WHS600JOSE',Packing List Envelopes,S-209,"""Invoice Enclosed"" Banner Envelopes - Orange, 4 1/2 x 5 1/2""   1,000/carton",4,116.0,JOSE,2025-07-01,2025Q3,Orlando,Packing List Envelopes
2025-07-16,38697650,195418527,WHS600JOSE',Tape,S-423,"Uline Industrial Tape - 2 Mil, 2"" x 110 yds, Clear 36 rolls/case",72,138.24,JOSE,2025-07-01,2025Q3,Orlando,Tape
2025-07-16,38697650,195418527,WHS600JOSE',Tape,H-150,"Uline Industrial Side Loader Tape Dispenser - 2""",1,0.0,JOSE,2025-07-01,2025Q3,Orlando,Tape
2025-07-16,38697650,195418527,WHS600JOSE',Janitorial Supplies,S-7131,Uline Toilet Tissue 96 rolls/case,1,77.0,JOSE,2025-07-01,2025Q3,Orlando,Janitorial Supplies
2025-07-16,38697650,195418527,WHS600JOSE',Janitorial Supplies,S-20661,Uline Antibacterial Hand Soap - 7.5 oz Dispenser,12,30.0,JOSE,2025-07-01,2025Q3,Orlando,Janitorial Supplies
2025-07-16,38697650,195418527,WHS600JOSE',Cleaners,S-24855,"Uline Disinfectant Spray - Linen Scent, 19 oz Spray Can",8,64.0,JOSE,2025-07-01,2025Q3,Orlando,Other
2025-07-16,38697650,195418527,WHS600JOSE',Warehouse Equipment / Supplies,H-64B,Standard Utility Blades 100/pack,1,18.0,JOSE,2025-07-01,2025Q3,Orlando,Warehouse Equipment / Supplies
2025-07-16,38697650,195418527,WHS600JOSE',Strapping,S-2157,"Polyester Strapping Seals - Gripper, 1/2"" 1,000/carton",1,81.0,JOSE,2025-07-01,2025Q3,Orlando,Strapping
2025-07-16,38697650,195418527,WHS600JOSE',Free Offers,H-11603,Blackstone Burger Tool Set,1,0.0,JOSE,2025-07-01,2025Q3,Orlando,Other
2025-07-14,37586479,195270258,GILBERT,Packing List Envelopes,S-7815,"American Flag Packing List Envelopes - 4 1/2 x 5 1/2"" 1,000/carton",4,120.0,GILBERT,2025-07-01,2025Q3,Oklahoma City,Packing List Envelopes
2025-07-14,37586479,195270258,GILBERT,Tape,S-22043,"Uline Fast Tack Spray Adhesive - Low VOC, 14 oz",60,525.0,GILBERT,2025-07-01,2025Q3,Oklahoma City,Tape
2025-07-14,37586479,195270258,GILBERT,Facilities Maintenance,H-505,Spray Can Holder/Gun,1,0.0,GILBERT,2025-07-01,2025Q3,Oklahoma City,Other
2025-07-14,37586479,195270258,GILBERT,Free Offers,S-23388,Uline Tool Bag,1,0.0,GILBERT,2025-07-01,2025Q3,Oklahoma City,Other
2025-07-09,38397120,195130947,JANET792025,"Boxes, Corrugated",S-22173,"8 x 4 x 4"" Lightweight 32 ECT Corrugated Boxes 25/bundle",800,296.0,JANET,2025-07-01,2025Q3,Charlotte,"Boxes, Corrugated"
2025-07-09,38397120,195130947,JANET792025,Packing List Envelopes,S-207,"""Packing List Enclosed"" Banner Envelopes - Orange, 4 1/2 x 5 1/2""   1,000/carton",7,217.0,JANET,2025-07-01,2025Q3,Charlotte,Packing List Envelopes
2025-07-09,38397120,195130947,JANET792025,Free Offers,S-25624,Bogg&reg; Bag Cooler,1,0.0,JANET,2025-07-01,2025Q3,Charlotte,Other
2025-07-07,37165098,194980586,REP32854976,nan,REPAIRED FRT,REPAIR LABOR - FREIGHT ITEM,1,0.0,GILBERT,2025-07-01,2025Q3,Oklahoma City,Other
2025-07-07,37165098,195021514,REP32854976,Material Handling,H-2917PUMP,HYDRAULIC PUMP WITH BYPASS,1,0.0,GILBERT,2025-07-01,2025Q3,Oklahoma City,Other
2025-07-02,37028778,194882793,ONT7225ST,Packing Tables,H-6863-WOOD,"Industrial Packing Table - 48 x 24"", Composite Wood Top",1,290.0,SUSAN,2025-07-01,2025Q3,Ontario,Other
2025-07-02,37028778,194882793,ONT7225ST,Barcode Labels and Printers,S-6264,"Industrial Direct Thermal Labels - 4 x 6"" 1,000/roll",12,396.0,SUSAN,2025-07-01,2025Q3,Ontario,Barcode Labels and Printers
2025-07-02,37028778,194882793,ONT7225ST,Barcode Labels and Printers,S-6802,"Desktop Direct Thermal Labels - 4 x 6"" 250/roll",24,240.0,SUSAN,2025-07-01,2025Q3,Ontario,Barcode Labels and Printers
2025-07-02,37028778,194882793,ONT7225ST,Carts,H-3325BL,"Uline Flat Shelf Utility Cart - Standard, 44 x 25 x 33"", Black",2,340.0,SUSAN,2025-07-01,2025Q3,Ontario,Other
2025-07-02,37028778,194882793,ONT7225ST,Janitorial Supplies,S-7127,"Uline Deluxe Multi-Fold Towels 4,000 sheets/case",2,76.0,SUSAN,2025-07-01,2025Q3,Ontario,Janitorial Supplies
2025-07-02,37028778,194882793,ONT7225ST,Packing List Envelopes,S-209,"""Invoice Enclosed"" Banner Envelopes - Orange, 4 1/2 x 5 1/2""   1,000/carton",4,116.0,SUSAN,2025-07-01,2025Q3,Ontario,Packing List Envelopes
2025-07-02,37028778,194882793,ONT7225ST,Janitorial Supplies,S-7131,Uline Toilet Tissue 96 rolls/case,1,77.0,SUSAN,2025-07-01,2025Q3,Ontario,Janitorial Supplies
2025-07-02,37028778,194882793,ONT7225ST,"Boxes, Corrugated",S-13318,"20 x 20 x 16"" 275 lb Double Wall Corrugated Boxes 10/bundle",100,766.0,SUSAN,2025-07-01,2025Q3,Ontario,"Boxes, Corrugated"
2025-07-02,37028778,194882793,ONT7225ST,Janitorial Supplies,S-13727,"Uline Deluxe Paper Roll Towels - 8"" x 800' 6/case",1,60.0,SUSAN,2025-07-01,2025Q3,Ontario,Janitorial Supplies
2025-07-02,37028778,194882793,ONT7225ST,Janitorial Supplies,S-17297,"Oil Only Sorbent Pads - 15 x 19"", Medium 100/carton",2,130.0,SUSAN,2025-07-01,2025Q3,Ontario,Janitorial Supplies
2025-07-02,37028778,194882793,ONT7225ST,Envelopes and Mailers,S-7805,"Self-Seal Envelopes - Kraft, 9 x 12"" 100/case",2,42.0,SUSAN,2025-07-01,2025Q3,Ontario,Other
2025-07-02,37028778,194882793,ONT7225ST,"Boxes, Corrugated",S-4125,"12 x 12 x 12"" Corrugated Boxes 25/bundle",75,81.75,SUSAN,2025-07-01,2025Q3,Ontario,"Boxes, Corrugated"
2025-07-02,37028778,194882793,ONT7225ST,"Boxes, Corrugated",S-4854,"13 x 10 x 5"" Corrugated Boxes 25/bundle",25,35.5,SUSAN,2025-07-01,2025Q3,Ontario,"Boxes, Corrugated"
2025-07-02,37028778,194882793,ONT7225ST,"Boxes, Corrugated",S-4335,"12 x 9 x 9"" Corrugated Boxes 25/bundle",25,24.75,SUSAN,2025-07-01,2025Q3,Ontario,"Boxes, Corrugated"
2025-07-02,37028778,194882793,ONT7225ST,Free Offers,S-26109,Outdoor Screen House,1,0.0,SUSAN,2025-07-01,2025Q3,Ontario,Other
2025-07-02,34626904,194859445,RICARDOS.,Warehouse Equipment / Supplies,H-11565,"Portacool&reg; Apex&trade; Evaporative Cooler - 36""",1,4150.0,GILBERT,2025-07-01,2025Q3,Oklahoma City,Warehouse Equipment / Supplies
2025-07-02,34626904,194859445,RICARDOS.,Free Offers,S-25605,Ray-Ban&reg; Sunglasses - Aviator,1,0.0,GILBERT,2025-07-01,2025Q3,Oklahoma City,Other
2025-07-01,36909727,194816277,DALE,Labels,S-2775O,"Blank Inventory Circle Labels - Fluorescent Orange, 1 1/2"" 500/roll",1,9.0,DELL,2025-07-01,2025Q3,Flowood,Other
2025-07-01,36909727,194816277,DALE,Labels,S-2775Y,"Blank Inventory Circle Labels - Fluorescent Yellow, 1 1/2"" 500/roll",1,9.0,DELL,2025-07-01,2025Q3,Flowood,Other
2025-07-01,36909727,194816277,DALE,Labels,S-2775RED,"Blank Inventory Circle Labels - Red, 1 1/2"" 500/roll",1,9.0,DELL,2025-07-01,2025Q3,Flowood,Other
2025-07-01,36909727,194816277,DALE,Labels,S-2775GR,"Blank Inventory Circle Labels - Kelly Green, 1 1/2"" 500/roll",1,9.0,DELL,2025-07-01,2025Q3,Flowood,Other
2025-07-01,36909727,194816277,DALE,Labels,S-2775RY,"Blank Inventory Circle Labels - Royal Blue, 1 1/2"" 500/roll",1,9.0,DELL,2025-07-01,2025Q3,Flowood,Other
2025-07-01,36909727,194816277,DALE,Warehouse Equipment / Supplies,H-11565,"Portacool&reg; Apex&trade; Evaporative Cooler - 36""",1,4150.0,DELL,2025-07-01,2025Q3,Flowood,Warehouse Equipment / Supplies
2025-06-27,36763418,194706292,TRAVIS,Barcode Labels and Printers,S-8363,"Desktop Direct Thermal Labels - 3 x 2"" 700/roll",12,276.0,TRAVIS,2025-06-01,2025Q2,Atlanta,Barcode Labels and Printers
2025-06-25,37847603,194621070,TRAVIS,Warehouse Equipment / Supplies,H-7668,Big and Tall Work Stool,1,335.0,TRAVIS,2025-06-01,2025Q2,Atlanta,Warehouse Equipment / Supplies
2025-06-25,37847603,194621070,TRAVIS,"Boxes, Corrugated",S-4105,"10 x 10 x 10"" Corrugated Boxes 25/bundle",100,84.0,TRAVIS,2025-06-01,2025Q2,Atlanta,"Boxes, Corrugated"
2025-06-25,37847603,194621070,TRAVIS,"Boxes, Corrugated",S-4166,"16 x 16 x 16"" Corrugated Boxes 25/bundle",75,162.0,TRAVIS,2025-06-01,2025Q2,Atlanta,"Boxes, Corrugated"
2025-06-25,37847603,194621070,TRAVIS,Free Offers,H-6112,Two-Way Radios,2,120.0,TRAVIS,2025-06-01,2025Q2,Atlanta,Other
2025-06-25,37847603,194621070,TRAVIS,Janitorial Supplies,S-11684,Oil-Dri&reg; Quick-Sorb&trade; Pail - 20 lb,3,81.0,TRAVIS,2025-06-01,2025Q2,Atlanta,Janitorial Supplies
2025-06-25,37847603,194621070,TRAVIS,Markers / Stencils,S-24148BL,"Pilot&reg; G-2&reg; Gel Pen - Bold Tip, Black",12,25.8,TRAVIS,2025-06-01,2025Q2,Atlanta,Other
2025-06-25,37847603,194621070,TRAVIS,Gloves,S-21088-L,Uline Ultra-Lite Polyurethane Coated Gloves - Large 12 pair/carton,1,26.0,TRAVIS,2025-06-01,2025Q2,Atlanta,Other
2025-06-25,37847603,194621070,TRAVIS,Packing List Envelopes,S-3473,"Side Loading Packing List Envelopes - Clear, 6 x 9"" 1,000/carton",3,306.0,TRAVIS,2025-06-01,2025Q2,Atlanta,Packing List Envelopes
2025-06-25,37847603,194621070,TRAVIS,Food Service and Packaging,S-24892,Folgers&reg; Regular Classic Roast Coffee,2,48.0,TRAVIS,2025-06-01,2025Q2,Atlanta,Other
2025-06-25,37847603,194621070,TRAVIS,Janitorial Supplies,S-14752,"Uline 4-in-1 Plastic Utensil Kit - Standard Weight, White 250/box",1,40.0,TRAVIS,2025-06-01,2025Q2,Atlanta,Janitorial Supplies
2025-06-25,37847603,194621070,TRAVIS,Free Offers,S-23787BL,Camp Chair and Cooler Combo - Black/Lime,1,0.0,TRAVIS,2025-06-01,2025Q2,Atlanta,Other
2025-06-25,34428545,194578519,JANET6252025,"Cushioning, Peanuts and Foam",S-3575,"30 lb Kraft Paper Roll - 24"" x 1,200'",3,102.0,JANET,2025-06-01,2025Q2,Charlotte,Other
2025-06-25,34428545,194578519,JANET6252025,Office Supplies,S-20582BL,Storage Clipboard - Black,3,51.0,JANET,2025-06-01,2025Q2,Charlotte,Other
2025-06-24,37776602,194559748,TRAVIS,"Boxes, Corrugated",S-4913,"28 x 8 x 8"" Long Corrugated Boxes 25/bundle",50,102.0,TRAVIS,2025-06-01,2025Q2,Atlanta,"Boxes, Corrugated"
2025-06-24,37776602,194559748,TRAVIS,Janitorial Supplies,S-17298,"Oil Only Sorbent Pads - 15 x 19"", Heavy 100/carton",2,164.0,TRAVIS,2025-06-01,2025Q2,Atlanta,Janitorial Supplies
2025-06-24,37776602,194559748,TRAVIS,Free Offers,S-14864,Uline Pallet Notes - English,1,0.0,TRAVIS,2025-06-01,2025Q2,Atlanta,Other
2025-06-24,36507568,194535724,WHS600JOSE',Stretch Wrap,S-3968,"Uline Stretch Wrap - Cast, 120 gauge, 18"" x 1,000' 4 rolls/case",96,2112.0,JOSE,2025-06-01,2025Q2,Orlando,Stretch Wrap
2025-06-24,36507568,194535724,WHS600JOSE',Office Supplies,S-19531,"Hanging File Folders - Letter, Assorted Pack 25/box",3,72.0,JOSE,2025-06-01,2025Q2,Orlando,Other
2025-06-24,36507568,194535724,WHS600JOSE',Markers / Stencils,S-22748BL,"Uline Comfort Grip Ballpoint Pen - Medium Tip, Black",48,43.2,JOSE,2025-06-01,2025Q2,Orlando,Other
2025-06-24,36507568,194535724,WHS600JOSE',Markers / Stencils,S-12700BL,"Uline Pallet Markers - Chisel-Tip, Black",36,34.2,JOSE,2025-06-01,2025Q2,Orlando,Other
2025-06-24,36507568,194535724,WHS600JOSE',Cleaners,S-19459FRESH,"Uline Disinfecting Wipes - Fresh Scent, 75 ct",6,30.0,JOSE,2025-06-01,2025Q2,Orlando,Other
2025-06-24,36507568,194535724,WHS600JOSE',Packing List Envelopes,S-209,"""Invoice Enclosed"" Banner Envelopes - Orange, 4 1/2 x 5 1/2""   1,000/carton",4,116.0,JOSE,2025-06-01,2025Q2,Orlando,Packing List Envelopes
2025-06-24,36507568,194535724,WHS600JOSE',Packing List Envelopes,S-3473,"Side Loading Packing List Envelopes - Clear, 6 x 9"" 1,000/carton",1,108.0,JOSE,2025-06-01,2025Q2,Orlando,Packing List Envelopes
2025-06-24,36507568,194535724,WHS600JOSE',Free Offers,H-10898,Air Fryer,1,0.0,JOSE,2025-06-01,2025Q2,Orlando,Other
2025-06-23,37702972,194497205,DALE,Strapping,S-826,"Steel Strapping - Standard Grade, 3/4"" x .020"" x 2,058'",1,240.0,DELL,2025-06-01,2025Q2,Flowood,Strapping
2025-06-23,37702972,194497205,DALE,Stretch Wrap,S-3968,"Uline Stretch Wrap - Cast, 120 gauge, 18"" x 1,000' 4 rolls/case",4,100.0,DELL,2025-06-01,2025Q2,Flowood,Stretch Wrap
2025-06-23,37702972,194497205,DALE,Stretch Wrap,S-12988,"Uline Machine Length Stretch Film - One-Sided Cling, 70 gauge, 20"" x   6,500'",16,1376.0,DELL,2025-06-01,2025Q2,Flowood,Stretch Wrap
2025-06-23,37702972,194497205,DALE,Tape,S-423,"Uline Industrial Tape - 2 Mil, 2"" x 110 yds, Clear 36 rolls/case",36,72.0,DELL,2025-06-01,2025Q2,Flowood,Tape
2025-06-23,37702972,194497205,DALE,Tape,H-150,"Uline Industrial Side Loader Tape Dispenser - 2""",1,0.0,DELL,2025-06-01,2025Q2,Flowood,Tape
2025-06-23,37702972,194497205,DALE,Packing List Envelopes,S-284,"IBM Style Open End Packing List Envelopes - Clear, 4 3/8 x 9""   1,000/carton",1,71.0,DELL,2025-06-01,2025Q2,Flowood,Packing List Envelopes
2025-06-23,37702972,194497205,DALE,Packing List Envelopes,S-7815,"American Flag Packing List Envelopes - 4 1/2 x 5 1/2"" 1,000/carton",1,30.0,DELL,2025-06-01,2025Q2,Flowood,Packing List Envelopes
2025-06-23,37702972,194497205,DALE,"Boxes, Corrugated",S-16753,"17 x 12 x 10"" Corrugated Boxes 25/bundle",75,150.75,DELL,2025-06-01,2025Q2,Flowood,"Boxes, Corrugated"
2025-06-23,37702972,194497205,DALE,"Boxes, Corrugated",S-4125,"12 x 12 x 12"" Corrugated Boxes 25/bundle",75,81.75,DELL,2025-06-01,2025Q2,Flowood,"Boxes, Corrugated"
2025-06-23,37702972,194497205,DALE,"Boxes, Corrugated",S-4606,"10 x 10 x 48"" Tall Corrugated Boxes 20/bundle",100,487.0,DELL,2025-06-01,2025Q2,Flowood,"Boxes, Corrugated"
2025-06-23,37702972,194497205,DALE,Janitorial Supplies,S-7217,"Uline Kraft Paper Roll Towels - 8"" x 350' 12 rolls/case",1,40.0,DELL,2025-06-01,2025Q2,Flowood,Janitorial Supplies
2025-06-23,37697531,194495449,KENNETH,Strapping,S-826,"Steel Strapping - Standard Grade, 3/4"" x .020"" x 2,058'",2,464.0,JANET,2025-06-01,2025Q2,Charlotte,Strapping
2025-06-23,37697531,194495449,KENNETH,Janitorial Supplies,S-17294,"Universal Sorbent Pads - 15 x 19"", Medium 100/carton",2,160.0,JANET,2025-06-01,2025Q2,Charlotte,Janitorial Supplies
2025-06-23,37697531,194495449,KENNETH,Janitorial Supplies,H-7202,Rubbermaid&reg; Maximizer&trade; Standing Dust Pan,1,57.0,JANET,2025-06-01,2025Q2,Charlotte,Janitorial Supplies
2025-06-23,37697531,194495449,KENNETH,Janitorial Supplies,S-20684,Colored T-Shirt Rags - 25 lb box 220/box,2,90.0,JANET,2025-06-01,2025Q2,Charlotte,Janitorial Supplies
2025-06-23,37697531,194495449,KENNETH,Material Handling,H-1786,Uline Loop Handle Steel Hand Truck - Solid Wheels,1,145.0,JANET,2025-06-01,2025Q2,Charlotte,Other
2025-06-23,37697531,194495449,KENNETH,Labels,S-11442Y,"Removable Adhesive Circle Labels - Fluorescent Yellow, 2"" 1,000/roll",4,92.0,JANET,2025-06-01,2025Q2,Charlotte,Other
2025-06-23,37697531,194495449,KENNETH,Free Offers,S-22136,Camp Chair and Table Combo,1,0.0,JANET,2025-06-01,2025Q2,Charlotte,Other
2025-06-23,37688693,194492517,JANET6232025,Strapping,S-821,"Uline Poly Strapping - 1/2"" x .024"" x 7,200', Black",2,170.0,JANET,2025-06-01,2025Q2,Charlotte,Strapping
2025-06-23,37688693,194492517,JANET6232025,Janitorial Supplies,S-17081,Uline Aloe Hand Soap - 1 Gallon,1,16.0,JANET,2025-06-01,2025Q2,Charlotte,Janitorial Supplies
2025-06-23,37688693,194492517,JANET6232025,Markers / Stencils,S-22748BL,"Uline Comfort Grip Ballpoint Pen - Medium Tip, Black",48,43.2,JANET,2025-06-01,2025Q2,Charlotte,Other
2025-06-23,37688693,194492517,JANET6232025,Packing List Envelopes,S-207,"""Packing List Enclosed"" Banner Envelopes - Orange, 4 1/2 x 5 1/2""   1,000/carton",7,217.0,JANET,2025-06-01,2025Q2,Charlotte,Packing List Envelopes
2025-06-23,37688693,194492517,JANET6232025,Janitorial Supplies,S-7127,"Uline Deluxe Multi-Fold Towels 4,000 sheets/case",1,38.0,JANET,2025-06-01,2025Q2,Charlotte,Janitorial Supplies
2025-06-23,37688693,194492517,JANET6232025,Stretch Wrap,S-1831,"Uline Econo-Wrapper&reg; - Cast, 80 gauge, 20"" x 1,000' 4 rolls/case",8,144.0,JANET,2025-06-01,2025Q2,Charlotte,Stretch Wrap
2025-06-23,37688693,194492517,JANET6232025,Facilities Maintenance,S-12404,"Jumbo Natural Nylon Cable Ties - 30"", 250 lb 100/pack",3,267.0,JANET,2025-06-01,2025Q2,Charlotte,Other
2025-06-23,37688693,194492517,JANET6232025,Tape,S-22043,"Uline Fast Tack Spray Adhesive - Low VOC, 14 oz",12,105.0,JANET,2025-06-01,2025Q2,Charlotte,Tape
2025-06-23,37688693,194492517,JANET6232025,Markers / Stencils,S-12700BL,"Uline Pallet Markers - Chisel-Tip, Black",36,34.2,JANET,2025-06-01,2025Q2,Charlotte,Other
2025-06-23,37688693,194492517,JANET6232025,Stretch Wrap,H-175,Stretch Wrap Cutter,1,0.0,JANET,2025-06-01,2025Q2,Charlotte,Stretch Wrap
2025-06-23,37688693,194492517,JANET6232025,Strapping,S-826,"Steel Strapping - Standard Grade, 3/4"" x .020"" x 2,058'",2,464.0,JANET,2025-06-01,2025Q2,Charlotte,Strapping
2025-06-23,37688693,194492517,JANET6232025,Janitorial Supplies,S-7711,Uline Paper Towels 30 rolls/case,1,42.0,JANET,2025-06-01,2025Q2,Charlotte,Janitorial Supplies
2025-06-23,37688693,194492517,JANET6232025,Janitorial Supplies,S-7305B,"Uline Plastic Spoons Bulk Pack - Standard Weight, White 1,000/box",1,38.0,JANET,2025-06-01,2025Q2,Charlotte,Janitorial Supplies
2025-06-23,37688693,194492517,JANET6232025,Free Offers,S-21001,Zero Gravity Chair,1,0.0,JANET,2025-06-01,2025Q2,Charlotte,Other
2025-06-20,37624832,194429336,TRAVIS,Janitorial Supplies,S-7711,Uline Paper Towels 30 rolls/case,1,42.0,TRAVIS,2025-06-01,2025Q2,Atlanta,Janitorial Supplies
2025-06-20,37624832,194429336,TRAVIS,Janitorial Supplies,S-7127,"Uline Deluxe Multi-Fold Towels 4,000 sheets/case",2,76.0,TRAVIS,2025-06-01,2025Q2,Atlanta,Janitorial Supplies
2025-06-20,37624832,194429336,TRAVIS,Warehouse Equipment / Supplies,H-11664,"Uline Hi-Vis Retractable Ratchet Tie-Downs - S-Hook, 2"" x 10', 3,300   lb Capacity",6,150.0,TRAVIS,2025-06-01,2025Q2,Atlanta,Warehouse Equipment / Supplies
2025-06-20,37624832,194429336,TRAVIS,Markers / Stencils,S-22749BL,"Uline Easy Glide Gel Pen - Medium Tip, Black",12,10.8,TRAVIS,2025-06-01,2025Q2,Atlanta,Other
2025-06-20,37624832,194429336,TRAVIS,Markers / Stencils,S-12700BL,"Uline Pallet Markers - Chisel-Tip, Black",12,13.8,TRAVIS,2025-06-01,2025Q2,Atlanta,Other
2025-06-20,37624832,194429336,TRAVIS,Free Offers,S-14864,Uline Pallet Notes - English,1,0.0,TRAVIS,2025-06-01,2025Q2,Atlanta,Other
2025-06-18,37507713,194330036,WHS600JOSE',Warehouse Equipment / Supplies,S-13677Y,Uline Tamper Evident Plastic Truck Seals - Yellow 100/Pack,3,45.0,JOSE,2025-06-01,2025Q2,Orlando,Warehouse Equipment / Supplies
2025-06-18,37507713,194330036,WHS600JOSE',Stretch Wrap,S-12988S,"Uline Machine Length Stretch Film Skid Lot - One-Sided Cling, 70   gauge, 20"" x 6,500' 32 rolls/skid",32,2496.0,JOSE,2025-06-01,2025Q2,Orlando,Stretch Wrap
2025-06-18,37507713,194330036,WHS600JOSE',Free Offers,H-6111BL,Bushnell&reg; Binoculars - Black,1,0.0,JOSE,2025-06-01,2025Q2,Orlando,Other
2025-06-17,36065838,194240911,TRAVIS,Warehouse Equipment / Supplies,H-4095,"Vornado&reg; Room Fan - 7""",1,50.0,TRAVIS,2025-06-01,2025Q2,Atlanta,Warehouse Equipment / Supplies
2025-06-17,36065838,194240911,TRAVIS,Warehouse Equipment / Supplies,H-1369,Uline Comfort-Grip Knife,6,26.4,TRAVIS,2025-06-01,2025Q2,Atlanta,Warehouse Equipment / Supplies
2025-06-17,36065838,194240911,TRAVIS,"Boxes, Corrugated",S-16769,"44 x 12 x 12"" Long Corrugated Boxes 15/bundle",90,416.7,TRAVIS,2025-06-01,2025Q2,Atlanta,"Boxes, Corrugated"
2025-06-17,36065838,194240911,TRAVIS,Food Service and Packaging,S-18484,Folgers&reg; Classic Roast Filter Packs - Regular 40 packets/box,2,88.0,TRAVIS,2025-06-01,2025Q2,Atlanta,Other
2025-06-17,36065838,194240911,TRAVIS,Food Service and Packaging,S-21355,N'Joy Sugar - 20 oz 3/box,2,22.0,TRAVIS,2025-06-01,2025Q2,Atlanta,Other
2025-06-17,36065838,194240911,TRAVIS,Food Service and Packaging,S-21354,N'Joy Creamer - 12 oz 3/box,2,20.5,TRAVIS,2025-06-01,2025Q2,Atlanta,Other
2025-06-13,35936059,194134941,ONT61325ST,"Boxes, Corrugated",S-4542,"20 x 14 x 6"" Corrugated Boxes 25/bundle",150,247.5,SUSAN,2025-06-01,2025Q2,Ontario,"Boxes, Corrugated"
2025-06-13,35936059,194134941,ONT61325ST,"Boxes, Corrugated",S-4219,"24 x 18 x 12"" Corrugated Boxes 10/bundle",120,343.2,SUSAN,2025-06-01,2025Q2,Ontario,"Boxes, Corrugated"
2025-06-13,35936059,194134941,ONT61325ST,Tape,S-445,"Uline Industrial Tape - 2 Mil, 3"" x 110 yds, Clear 24 rolls/case",24,110.4,SUSAN,2025-06-01,2025Q2,Ontario,Tape
2025-06-13,35936059,194134941,ONT61325ST,Tape,H-596,"Uline Industrial Side Loader Tape Dispenser - 3""",1,0.0,SUSAN,2025-06-01,2025Q2,Ontario,Tape
2025-06-13,35936059,194134941,ONT61325ST,Strapping,S-1081S,"Steel Strapping Skid Lot - Standard Grade, 1/2"" x .023"" x 2,688' 12   coils/skid",12,1608.0,SUSAN,2025-06-01,2025Q2,Ontario,Strapping
2025-06-13,35936059,194134941,ONT61325ST,Free Offers,S-24505,Stanley&reg; Pitcher,1,0.0,SUSAN,2025-06-01,2025Q2,Ontario,Other
2025-06-12,33998384,194057431,WHS400JOSE',Packing List Envelopes,S-209,"""Invoice Enclosed"" Banner Envelopes - Orange, 4 1/2 x 5 1/2""   1,000/carton",4,116.0,JOSE,2025-06-01,2025Q2,Orlando,Packing List Envelopes
2025-06-12,33998384,194057431,WHS400JOSE',"Boxes, Corrugated",S-4062,"6 x 6 x 6"" Corrugated Boxes 25/bundle",200,90.0,JOSE,2025-06-01,2025Q2,Orlando,"Boxes, Corrugated"
2025-06-12,33998384,194057431,WHS400JOSE',"Boxes, Corrugated",S-4243,"24 x 12 x 12"" Corrugated Boxes 20/bundle",60,117.0,JOSE,2025-06-01,2025Q2,Orlando,"Boxes, Corrugated"
